Corect Matches: 375 Incorrect Matches: 203013 Unknown Matches: 0
0,23
0,17
0,0
0,23
0,0
0,0
0,0
0,15
0,15
0,13
1,1
1,1
1,1
1,1
1,31
1,1
1,1
1,1
1,1
1,1
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,3
3,24
3,3
3,3
3,3
3,3
3,39
3,3
3,3
3,3
4,4
4,39
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
7,7
7,7
7,7
7,7
7,17
7,7
7,7
7,7
7,7
7,7
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
9,9
9,39
9,9
9,9
9,9
9,9
9,9
9,9
9,9
9,4
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
11,11
11,11
11,11
11,11
11,11
11,11
11,11
11,11
11,11
11,11
12,12
12,12
12,12
12,12
12,11
12,12
12,12
12,24
12,12
12,12
13,13
13,13
13,13
13,13
13,13
13,13
13,13
13,27
13,13
13,13
14,14
14,14
14,14
14,14
14,14
14,14
14,14
14,14
14,14
14,14
15,15
15,15
15,15
15,15
15,15
15,15
15,1
15,27
15,13
15,15
16,16
16,16
16,16
16,16
16,16
16,16
16,16
16,16
16,16
16,16
17,17
17,17
17,17
17,17
17,17
17,17
17,17
17,17
17,17
17,17
18,18
18,18
18,18
18,18
18,18
18,18
18,18
18,18
18,18
18,18
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
20,11
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
21,21
21,21
21,21
21,21
21,21
21,21
21,27
21,21
21,21
21,21
22,22
22,22
22,22
22,22
22,22
22,22
22,22
22,22
22,22
22,22
23,23
23,23
23,23
23,16
23,23
23,23
23,23
23,23
23,23
23,23
24,24
24,24
24,3
24,24
24,24
24,24
24,24
24,24
24,24
24,24
25,25
25,25
25,2
25,24
25,25
25,25
25,25
25,28
25,2
25,25
26,26
26,26
26,26
26,26
26,26
26,26
26,26
26,26
26,26
26,26
27,27
27,27
27,27
27,27
27,27
27,36
27,27
27,27
27,15
27,27
28,28
28,28
28,28
28,28
28,28
28,28
28,28
28,28
28,28
28,39
29,29
29,29
29,29
29,29
29,29
29,39
29,29
29,29
29,29
29,29
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
31,31
31,31
31,31
31,31
31,31
31,31
31,15
31,31
31,31
31,31
32,32
32,32
32,32
32,32
32,32
32,32
32,32
32,32
32,32
32,32
33,33
33,33
33,33
33,33
33,33
33,33
33,33
33,33
33,33
33,33
34,34
34,34
34,34
34,34
34,34
34,12
34,34
34,32
34,34
34,34
35,35
35,31
35,35
35,35
35,35
35,35
35,35
35,23
35,35
35,5
36,36
36,36
36,36
36,36
36,36
36,36
36,14
36,15
36,1
36,36
37,37
37,37
37,37
37,37
37,37
37,37
37,37
37,37
37,37
37,37
38,38
38,38
38,38
38,27
38,38
38,38
38,38
38,38
38,38
38,38
39,39
39,22
39,39
39,39
39,4
39,39
39,39
39,3
39,39
39,4
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
